sentence #,pattern,benefit_type,requirement_text,word,POS,tags
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,if,IN,O
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,applicable,JJ,O
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,-,:,O
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,Substance,NN,B_INCLUSION
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,use,NN,I_INCLUSION
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,counseling,VBG,I_INCLUSION
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,-,:,O
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,Individual,NNP,B_INCLUSION
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,and,CC,I_INCLUSION
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,group,NN,I_INCLUSION
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,therapy,NN,I_INCLUSION
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,-,:,O
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,Toxicology,NN,B_INCLUSION
sentence 9,"Covered services include:
  - FDA-approved opioid agonist and antagonist treatment medications and the dispensing and administration of such medications, if applicable
  - Substance use counseling
  - Individual and group therapy
  - Toxicology testing",BHOP, Behavioral Health/Substance Abuse - Outpatient Services,testing,NN,I_INCLUSION
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,4),CD,O
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,Opioid,NNP,B_INCLUSION
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,use,NN,I_INCLUSION
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,disorder,NN,I_INCLUSION
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,treatment,NN,I_INCLUSION
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,services,NNS,O
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,are,VBP,O
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,covered,VBN,O
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,under,IN,O
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,Part B,NNP,O
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,of,IN,O
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,Original,NNP,O
sentence 10,4) Opioid use disorder treatment services are covered under Part B of Original Medicare.,BHOP, Behavioral Health/Substance Abuse - Outpatient Services,Medicare,NNP,O
sentence 11,"Plan covers mental health care, including care in a partial hospitalization program, if a doctor certifies that inpatient treatment would be required without it.",BHPH,Behavioral Health/Substance Abuse - Partial Hospital-Facility,Plan,NN,O
sentence 11,"Plan covers mental health care, including care in a partial hospitalization program, if a doctor certifies that inpatient treatment would be required without it.",BHPH,Behavioral Health/Substance Abuse - Partial Hospital-Facility,covers,VBZ,O
sentence 11,"Plan covers mental health care, including care in a partial hospitalization program, if a doctor certifies that inpatient treatment would be required without it.",BHPH,Behavioral Health/Substance Abuse - Partial Hospital-Facility,mental,JJ,O
sentence 11,"Plan covers mental health care, including care in a partial hospitalization program, if a doctor certifies that inpatient treatment would be required without it.",BHPH,Behavioral Health/Substance Abuse - Partial Hospital-Facility,health,NN,O
